Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,No,Travel_Rarely,731,Research & Development,16,4,Medical,1,1107,4,Male,52,3,1,Research Scientist,2,Single,7309,26813,1,Y,No,18,3,2,80,1,26,1,3,6,2,3,4
22,No,Travel_Rarely,1146,Research & Development,27,1,Life Sciences,1,1108,3,Male,32,2,4,Laboratory Technician,4,Married,10190,19010,2,Y,No,11,3,1,80,2,0,3,3,0,0,0,0
60,No,Travel_Rarely,796,Research & Development,16,4,Life Sciences,1,1109,1,Male,67,1,3,Research Scientist,2,Married,11411,11048,2,Y,No,12,3,3,80,0,39,2,2,0,0,0,0
33,No,Non-Travel,1182,Research & Development,17,5,Technical Degree,1,1110,4,Male,92,3,2,Research Director,2,Single,5872,16767,4,Y,No,14,3,1,80,0,11,3,3,3,2,0,1
40,No,Travel_Frequently,373,Research & Development,15,3,Life Sciences,1,1111,2,Female,79,2,2,Manager,4,Divorced,8254,5131,5,Y,No,14,3,3,80,1,20,3,3,1,0,0,0
42,No,Travel_Rarely,999,Research & Development,1,2,Life Sciences,1,1112,4,Male,37,3,3,Research Scientist,4,Single,11844,11794,2,Y,No,18,4,3,80,1,22,6,2,3,1,1,2
41,No,Travel_Rarely,963,Research & Development,8,2,Life Sciences,1,1113,4,Female,94,3,3,Research Director,3,Divorced,10674,15721,2,Y,No,21,3,3,80,1,20,3,3,0,0,0,0
49,No,Travel_Rarely,150,Research & Development,3,2,Life Sciences,1,1114,2,Male,69,2,2,Research Scientist,4,Married,8453,20966,2,Y,No,16,3,4,80,0,27,2,3,1,0,0,0
41,No,Non-Travel,712,Research & Development,1,4,Medical,1,1115,4,Male,56,2,4,Manager,3,Divorced,10152,9568,1,Y,Yes,18,3,4,80,0,20,4,3,19,16,3,11
27,No,Travel_Rarely,1120,Research & Development,1,4,Technical Degree,1,1116,4,Male,46,3,2,Research Director,1,Married,6073,11143,2,Y,Yes,12,3,4,80,1,4,3,2,4,2,0,1
37,No,Travel_Rarely,1193,Sales,2,3,Life Sciences,1,1117,2,Female,33,3,1,Sales Executive,2,Married,4654,20171,5,Y,No,23,3,3,80,1,14,2,3,5,3,2,4
22,No,Travel_Rarely,671,Sales,7,1,Marketing,1,1118,2,Female,88,3,2,Manager,3,Married,7204,25159,0,Y,No,16,3,1,80,1,0,3,3,0,0,0,0
23,No,Travel_Rarely,1360,Research & Development,5,3,Medical,1,1119,3,Male,61,2,5,Manager,1,Married,13076,14911,4,Y,No,15,4,2,80,0,3,3,2,3,1,0,2
46,No,Travel_Rarely,342,Research & Development,11,4,Other,1,1120,3,Male,77,3,3,Research Director,2,Married,10615,17564,1,Y,Yes,13,3,2,80,1,26,6,3,1,0,0,0
45,Yes,Travel_Frequently,929,Research & Development,22,3,Technical Degree,1,1121,2,Female,39,3,3,Laboratory Technician,3,Single,10711,10080,3,Y,Yes,11,3,4,80,1,23,6,3,23,7,6,15
30,No,Travel_Rarely,405,Human Resources,5,4,Other,1,1122,4,Female,53,3,5,Manager,2,Single,12308,20876,2,Y,No,16,3,4,80,0,7,2,3,1,0,0,0
32,Yes,Non-Travel,910,Sales,6,1,Marketing,1,1123,4,Male,56,3,3,Sales Representative,3,Single,7813,9331,3,Y,Yes,16,3,1,80,2,9,3,2,2,0,0,1
42,No,Travel_Rarely,690,Research & Development,5,2,Life Sciences,1,1124,4,Female,46,2,3,Healthcare Representative,1,Single,8114,3595,2,Y,No,13,4,2,80,2,20,0,1,7,2,0,4
21,Yes,Travel_Rarely,430,Sales,3,4,Medical,1,1125,1,Male,32,1,4,Sales Executive,3,Married,10991,20873,5,Y,No,14,3,3,80,0,0,2,4,0,0,0,0
42,No,Travel_Rarely,458,Sales,12,3,Medical,1,1126,4,Male,48,3,5,Sales Representative,4,Single,13391,2573,6,Y,No,15,3,1,80,0,20,3,1,5,1,2,4
43,No,Travel_Rarely,213,Research & Development,2,3,Other,1,1127,3,Female,40,3,3,Healthcare Representative,1,Single,10737,9271,4,Y,No,16,3,1,80,0,20,3,3,20,11,0,10
30,Yes,Travel_Rarely,1394,Research & Development,1,3,Medical,1,1128,2,Male,47,3,1,Healthcare Representative,3,Single,2532,14021,1,Y,Yes,19,3,3,80,0,10,6,2,4,2,0,2
41,No,Travel_Rarely,1445,Research & Development,6,3,Medical,1,1129,2,Female,32,3,1,Research Director,2,Divorced,5083,21545,1,Y,No,16,3,4,80,1,21,3,3,9,8,3,4
41,No,Travel_Rarely,1189,Sales,9,4,Other,1,1130,3,Male,85,3,2,Sales Executive,2,Single,8747,22802,2,Y,No,19,3,4,80,1,20,6,3,4,3,1,2
26,Yes,Travel_Rarely,905,Sales,7,3,Other,1,1131,2,Female,54,3,4,Sales Executive,3,Single,11383,14735,4,Y,No,13,3,3,80,2,6,4,3,1,0,0,0
18,Yes,Travel_Rarely,979,Research & Development,6,3,Technical Degree,1,1132,2,Male,59,2,3,Research Director,4,Single,9212,18609,3,Y,No,12,3,1,80,0,0,6,1,1,0,0,0
37,No,Travel_Frequently,1490,Research & Development,1,1,Life Sciences,1,1133,3,Male,72,3,3,Research Scientist,2,Married,8857,12691,5,Y,Yes,17,3,1,80,1,16,6,2,0,0,0,0
29,Yes,Travel_Rarely,888,Sales,29,3,Life Sciences,1,1134,1,Female,43,3,4,Sales Executive,4,Married,9839,26616,5,Y,Yes,14,3,3,80,0,7,2,3,7,5,3,5
28,No,Travel_Rarely,615,Sales,8,4,Marketing,1,1135,4,Male,63,1,4,Manager,2,Married,12215,14663,3,Y,No,14,4,4,80,0,6,2,2,2,0,0,1
23,Yes,Travel_Rarely,287,Sales,10,3,Life Sciences,1,1136,1,Male,41,3,2,Sales Executive,3,Married,5499,8114,2,Y,No,19,3,4,80,1,0,1,4,0,0,0,0
32,No,Travel_Rarely,973,Research & Development,19,3,Technical Degree,1,1137,2,Female,57,3,5,Manufacturing Director,3,Married,13206,12579,3,Y,Yes,22,3,3,80,0,12,3,3,1,0,0,0
23,No,Travel_Rarely,741,Research & Development,2,3,Life Sciences,1,1138,4,Female,93,3,3,Healthcare Representative,1,Married,8065,13133,2,Y,No,12,3,2,80,0,2,1,3,2,1,1,1
45,No,Travel_Rarely,409,Sales,29,2,Life Sciences,1,1139,3,Male,55,3,2,Sales Representative,2,Married,5734,13136,1,Y,No,11,3,1,80,0,23,4,3,3,2,1,2
33,No,Travel_Rarely,1374,Research & Development,18,3,Life Sciences,1,1140,3,Male,82,1,5,Healthcare Representative,4,Divorced,14408,21257,1,Y,No,15,3,3,80,0,12,2,3,0,0,0,0
47,No,Travel_Frequently,1375,Research & Development,4,4,Technical Degree,1,1141,4,Female,51,3,2,Manufacturing Director,1,Married,8249,7664,1,Y,No,13,3,1,80,0,25,3,2,2,1,0,0
39,No,Travel_Rarely,396,Research & Development,9,5,Other,1,1142,4,Female,31,3,2,Laboratory Technician,1,Married,8764,8106,3,Y,No,11,3,2,80,1,19,1,4,1,0,0,0
32,No,Non-Travel,1270,Human Resources,24,3,Other,1,1143,3,Male,68,3,2,Manager,1,Divorced,5906,11395,0,Y,No,17,3,1,80,1,11,4,2,3,1,1,1
45,No,Non-Travel,384,Sales,1,4,Medical,1,1144,3,Male,98,3,1,Sales Executive,1,Married,5276,22141,1,Y,Yes,22,3,1,80,3,25,2,2,5,3,0,1
20,No,Travel_Rarely,151,Research & Development,3,2,Medical,1,1145,3,Female,65,2,3,Manufacturing Director,3,Divorced,8908,2648,4,Y,No,17,3,1,80,2,0,3,3,1,0,0,0
43,No,Travel_Rarely,1459,Sales,1,2,Marketing,1,1146,3,Female,86,3,2,Sales Representative,4,Married,7876,19000,1,Y,No,13,3,1,80,2,22,4,3,3,1,0,1
38,No,Travel_Rarely,575,Research & Development,8,1,Medical,1,1147,2,Male,77,2,4,Healthcare Representative,2,Single,11525,9570,3,Y,No,18,4,1,80,2,16,5,3,0,0,0,0
31,No,Travel_Frequently,1386,Research & Development,3,3,Medical,1,1148,2,Male,46,3,2,Healthcare Representative,4,Married,7250,4344,2,Y,No,15,3,2,80,1,8,6,3,0,0,0,0
37,No,Travel_Rarely,598,Research & Development,7,2,Medical,1,1149,1,Male,92,3,1,Manufacturing Director,3,Single,6945,26204,2,Y,No,13,3,2,80,0,17,2,2,11,5,6,5
40,No,Non-Travel,660,Research & Development,1,4,Other,1,1150,4,Female,36,3,2,Research Scientist,2,Single,7129,13001,0,Y,No,23,3,3,80,0,17,6,3,14,11,7,6
34,No,Travel_Rarely,774,Sales,6,4,Medical,1,1151,2,Male,68,1,3,Sales Executive,3,Married,9673,20056,5,Y,No,19,3,3,80,0,13,4,2,5,3,1,2
49,No,Travel_Rarely,170,Sales,7,2,Medical,1,1152,4,Male,54,2,3,Sales Representative,2,Married,10697,21093,4,Y,Yes,11,3,4,80,0,29,1,3,0,0,0,0
50,Yes,Travel_Rarely,738,Research & Development,6,4,Life Sciences,1,1153,3,Male,67,3,2,Manager,4,Single,6499,11310,1,Y,Yes,16,3,3,80,2,29,1,3,0,0,0,0
35,Yes,Travel_Frequently,323,Research & Development,8,1,Medical,1,1154,4,Male,57,2,5,Healthcare Representative,3,Single,12717,18062,2,Y,No,13,3,1,80,0,12,2,3,9,3,0,6
28,No,Travel_Rarely,623,Sales,4,3,Marketing,1,1155,3,Male,95,3,2,Sales Representative,3,Married,8146,3970,0,Y,No,12,3,2,80,3,8,5,3,4,1,0,3
29,No,Travel_Rarely,680,Research & Development,9,2,Medical,1,1156,4,Female,62,3,1,Manufacturing Director,4,Married,4835,22714,8,Y,No,20,4,1,80,0,6,2,3,2,1,0,1
45,No,Travel_Rarely,1010,Research & Development,3,4,Medical,1,1157,1,Male,47,1,3,Research Scientist,3,Single,10106,21563,2,Y,No,16,4,4,80,0,24,4,2,2,1,0,0
25,Yes,Travel_Rarely,928,Human Resources,7,2,Life Sciences,1,1158,4,Male,51,3,3,Human Resources,3,Married,8672,26419,5,Y,No,15,3,3,80,0,5,0,3,0,0,0,0
38,No,Travel_Frequently,1388,Research & Development,2,3,Technical Degree,1,1159,3,Male,87,3,2,Manufacturing Director,4,Single,8241,11970,6,Y,No,11,4,4,80,2,16,4,2,0,0,0,0
39,No,Travel_Frequently,822,Research & Development,13,3,Other,1,1160,2,Female,87,3,4,Research Scientist,4,Married,10060,22735,4,Y,No,16,3,1,80,0,16,3,2,11,10,0,10
37,No,Travel_Rarely,155,Research & Development,1,2,Life Sciences,1,1161,4,Male,74,4,3,Research Scientist,3,Single,9895,16676,3,Y,No,13,3,3,80,0,17,4,3,9,5,2,5
42,No,Travel_Rarely,1286,Research & Development,1,2,Technical Degree,1,1162,3,Female,92,2,5,Research Scientist,2,Married,13986,17853,2,Y,Yes,17,3,3,80,0,22,2,2,21,14,4,10
31,No,Travel_Rarely,674,Research & Development,24,5,Other,1,1163,4,Female,35,3,2,Healthcare Representative,1,Single,5999,15814,3,Y,No,18,3,3,80,1,10,2,3,4,3,2,1
37,Yes,Travel_Frequently,305,Sales,13,4,Medical,1,1164,4,Male,44,1,4,Sales Executive,2,Single,11143,25567,2,Y,Yes,18,3,1,80,2,15,5,4,11,7,4,10
44,No,Travel_Rarely,1020,Research & Development,7,3,Technical Degree,1,1165,2,Male,69,3,3,Research Director,3,Single,9600,21799,5,Y,No,16,3,4,80,1,24,2,3,5,4,1,2
32,Yes,Travel_Frequently,1326,Research & Development,1,4,Other,1,1166,1,Female,34,3,3,Healthcare Representative,4,Divorced,6802,3281,1,Y,No,12,3,3,80,1,11,1,3,1,0,0,0
39,Yes,Travel_Rarely,251,Research & Development,12,2,Other,1,1167,3,Male,72,3,1,Research Director,3,Divorced,3070,19798,5,Y,Yes,11,3,2,80,2,18,0,1,0,0,0,0
52,No,Travel_Rarely,1498,Sales,7,4,Other,1,1168,1,Female,62,2,1,Sales Representative,1,Married,5919,22809,5,Y,No,11,3,3,80,0,30,3,3,3,1,0,2
47,Yes,Travel_Rarely,818,Research & Development,1,1,Medical,1,1169,4,Male,84,3,3,Research Director,1,Single,9141,15584,2,Y,No,25,3,3,80,0,24,4,2,11,5,5,5
24,No,Travel_Rarely,829,Research & Development,7,4,Life Sciences,1,1170,3,Male,44,3,3,Research Scientist,3,Married,7392,9668,1,Y,No,14,3,4,80,1,1,4,3,1,0,0,0
39,No,Travel_Rarely,783,Research & Development,1,1,Medical,1,1171,1,Female,96,3,4,Research Director,3,Divorced,10524,24207,2,Y,Yes,15,3,3,80,0,18,3,1,18,10,2,16
36,No,Travel_Rarely,378,Research & Development,1,2,Other,1,1172,1,Male,58,3,1,Manager,4,Divorced,7362,12346,0,Y,No,11,3,3,80,1,14,4,3,8,3,1,4
35,Yes,Travel_Rarely,828,Research & Development,14,4,Life Sciences,1,1173,1,Female,85,3,5,Laboratory Technician,4,Divorced,13577,16733,2,Y,No,11,3,2,80,2,14,2,3,3,1,0,1
36,Yes,Travel_Rarely,1247,Research & Development,3,1,Medical,1,1174,1,Male,96,3,1,Research Director,4,Single,4149,12627,2,Y,No,18,3,1,80,0,14,1,2,5,1,0,4
31,No,Travel_Rarely,1385,Research & Development,6,4,Life Sciences,1,1175,1,Male,34,3,5,Manufacturing Director,4,Single,14095,24921,3,Y,No,16,3,3,80,0,8,0,2,0,0,0,0
32,No,Travel_Rarely,241,Sales,9,4,Other,1,1176,3,Male,38,3,3,Sales Representative,2,Divorced,9499,6221,2,Y,No,14,3,4,80,2,10,2,3,8,4,0,6
20,No,Travel_Rarely,808,Research & Development,5,1,Other,1,1177,4,Female,30,3,3,Manager,4,Divorced,8437,12786,2,Y,No,12,3,2,80,1,0,2,3,1,0,0,0
36,Yes,Travel_Rarely,699,Sales,21,3,Medical,1,1178,2,Female,93,3,3,Manager,1,Married,10029,22654,2,Y,No,11,3,1,80,0,16,4,3,1,0,0,0
30,Yes,Travel_Rarely,1203,Sales,6,2,Life Sciences,1,1179,3,Male,95,2,4,Sales Executive,4,Single,11076,25666,2,Y,No,13,3,4,80,0,7,1,3,6,3,2,5
19,No,Travel_Frequently,901,Research & Development,2,3,Medical,1,1180,4,Female,83,1,5,Healthcare Representative,1,Single,10319,22490,2,Y,No,18,3,4,80,1,0,1,4,1,0,0,0
39,No,Travel_Rarely,488,Research & Development,5,1,Technical Degree,1,1181,3,Male,59,3,4,Laboratory Technician,3,Single,13026,5449,3,Y,No,11,3,2,80,3,17,2,2,3,1,0,2
40,No,Travel_Rarely,989,Research & Development,11,2,Technical Degree,1,1182,3,Male,74,2,2,Research Director,4,Single,8385,2183,1,Y,No,16,4,3,80,0,19,5,4,11,5,4,10
36,No,Non-Travel,1390,Research & Development,1,3,Other,1,1183,4,Female,89,3,3,Research Director,1,Married,8120,10215,2,Y,No,18,3,1,80,0,16,2,3,13,10,4,9
18,No,Travel_Rarely,1244,Research & Development,10,3,Medical,1,1184,2,Female,33,3,1,Laboratory Technician,3,Married,5106,26725,4,Y,No,12,3,4,80,0,0,4,2,1,0,0,0
33,No,Travel_Rarely,147,Sales,6,1,Other,1,1185,4,Female,54,3,3,Sales Executive,4,Divorced,7142,16016,5,Y,No,24,3,3,80,1,11,2,3,0,0,0,0
29,No,Travel_Rarely,671,Research & Development,22,3,Life Sciences,1,1186,2,Female,87,3,3,Laboratory Technician,2,Married,9339,22150,1,Y,Yes,13,3,2,80,0,6,2,2,2,0,0,0
35,Yes,Travel_Frequently,1426,Research & Development,3,4,Other,1,1187,2,Male,91,3,2,Research Scientist,3,Single,7565,22412,1,Y,No,24,3,2,80,1,15,5,3,0,0,0,0
46,No,Travel_Rarely,295,Human Resources,3,3,Life Sciences,1,1188,4,Female,93,4,2,Manager,3,Single,8268,15699,5,Y,No,13,4,3,80,1,23,3,4,4,3,0,3
32,No,Travel_Rarely,574,Research & Development,14,4,Technical Degree,1,1189,3,Male,34,3,4,Laboratory Technician,3,Married,10451,6513,3,Y,Yes,11,3,3,80,0,12,2,3,6,5,2,3
30,No,Travel_Rarely,333,Research & Development,10,2,Technical Degree,1,1190,2,Male,40,3,2,Healthcare Representative,2,Married,5653,2889,0,Y,No,14,3,4,80,2,10,3,2,0,0,0,0
38,No,Travel_Rarely,1010,Human Resources,1,3,Other,1,1191,3,Female,69,2,4,Manager,1,Married,10827,26790,4,Y,No,13,3,4,80,0,18,5,3,7,4,3,3
40,Yes,Travel_Rarely,1388,Research & Development,1,3,Technical Degree,1,1192,2,Male,90,3,5,Laboratory Technician,1,Married,14696,7014,0,Y,Yes,15,3,4,80,0,17,2,3,2,1,0,1
33,Yes,Travel_Frequently,792,Research & Development,5,1,Technical Degree,1,1193,2,Female,56,3,4,Research Director,3,Married,11700,11927,4,Y,Yes,16,4,1,80,0,13,1,3,7,4,1,2
32,No,Travel_Rarely,223,Sales,1,4,Medical,1,1194,4,Male,33,3,2,Manager,1,Married,6668,14530,0,Y,No,14,4,1,80,0,11,6,4,0,0,0,0
32,No,Travel_Rarely,494,Sales,29,4,Life Sciences,1,1195,3,Male,39,3,3,Sales Executive,2,Single,9473,4878,2,Y,No,22,4,3,80,1,10,1,2,10,6,1,8
32,No,Travel_Frequently,470,Research & Development,1,1,Technical Degree,1,1196,2,Male,58,2,2,Manager,3,Married,6073,16222,4,Y,No,13,3,4,80,2,10,3,3,9,5,4,7
40,No,Travel_Frequently,406,Sales,1,2,Life Sciences,1,1197,3,Male,74,3,3,Sales Executive,4,Divorced,10824,15993,2,Y,Yes,25,4,2,80,2,18,4,2,3,2,0,1
34,No,Non-Travel,1198,Research & Development,10,1,Other,1,1198,1,Male,81,3,1,Manufacturing Director,2,Single,5218,2287,5,Y,No,17,3,1,80,1,11,1,3,1,0,0,0
19,No,Travel_Rarely,1233,Sales,3,4,Medical,1,1199,3,Female,34,3,4,Sales Executive,3,Divorced,10866,9562,1,Y,Yes,17,3,3,80,0,0,5,1,1,0,0,0
32,No,Travel_Frequently,141,Research & Development,21,3,Other,1,1200,4,Female,82,3,2,Manager,4,Married,6242,16234,5,Y,No,16,4,3,80,2,9,4,2,4,2,0,2
33,Yes,Travel_Rarely,1488,Research & Development,1,4,Life Sciences,1,1201,4,Male,87,4,3,Healthcare Representative,1,Single,9602,15410,1,Y,Yes,18,3,3,80,1,10,3,3,2,1,1,1
48,No,Travel_Rarely,776,Research & Development,5,4,Medical,1,1202,4,Female,53,3,4,Healthcare Representative,3,Married,11941,14384,1,Y,No,12,3,1,80,1,27,2,3,0,0,0,0
33,Yes,Travel_Rarely,688,Sales,7,5,Marketing,1,1203,3,Male,44,3,2,Sales Executive,3,Single,7716,8040,3,Y,Yes,17,3,3,80,2,13,1,4,6,4,3,4
45,No,Travel_Rarely,932,Sales,4,3,Life Sciences,1,1204,3,Female,57,2,1,Manager,4,Married,6184,10388,2,Y,No,19,3,4,80,0,23,1,3,9,8,4,8
43,Yes,Travel_Rarely,716,Sales,1,2,Other,1,1205,4,Male,73,3,1,Manager,1,Married,6099,25699,3,Y,Yes,14,3,3,80,1,22,4,2,1,0,0,0
30,Yes,Travel_Rarely,501,Sales,3,3,Marketing,1,1206,4,Male,31,3,2,Manager,3,Married,5976,2422,4,Y,Yes,12,3,3,80,1,9,3,2,8,3,3,3
37,No,Travel_Rarely,808,Research & Development,5,3,Other,1,1207,4,Female,89,3,5,Manager,4,Married,15158,8362,2,Y,No,11,3,2,80,0,16,6,2,8,5,4,6
26,No,Travel_Rarely,966,Research & Development,11,4,Life Sciences,1,1208,4,Female,78,3,4,Research Scientist,2,Married,9721,10502,3,Y,Yes,15,3,3,80,1,4,3,2,4,3,0,3
48,No,Travel_Rarely,1165,Research & Development,19,3,Other,1,1209,1,Female,36,3,2,Manufacturing Director,3,Divorced,8004,12514,0,Y,No,11,3,3,80,1,27,2,4,5,3,0,2
43,No,Travel_Rarely,844,Research & Development,2,4,Technical Degree,1,1210,1,Female,32,3,2,Research Scientist,4,Married,7212,9884,5,Y,No,13,3,1,80,1,21,4,2,1,0,0,0
40,No,Travel_Rarely,260,Research & Development,1,3,Other,1,1211,4,Female,70,3,4,Laboratory Technician,2,Married,9978,5466,3,Y,Yes,13,3,2,80,0,17,4,3,0,0,0,0
30,No,Travel_Rarely,696,Research & Development,14,4,Medical,1,1212,4,Male,50,3,3,Research Director,2,Single,7987,20695,4,Y,No,11,3,4,80,0,8,4,3,3,1,1,2
38,No,Travel_Rarely,1128,Research & Development,6,4,Other,1,1213,4,Male,91,4,3,Research Director,4,Divorced,8772,23117,2,Y,Yes,13,3,2,80,1,17,6,3,3,1,0,2
32,No,Travel_Frequently,248,Research & Development,1,2,Other,1,1214,2,Male,54,3,3,Research Director,4,Single,7805,25614,0,Y,Yes,11,3,4,80,2,10,3,3,0,0,0,0
41,No,Travel_Rarely,793,Research & Development,16,4,Technical Degree,1,1215,1,Female,67,2,1,Research Director,2,Divorced,5399,2907,7,Y,Yes,18,3,1,80,1,19,4,3,10,5,2,3
28,No,Travel_Rarely,1133,Research & Development,1,3,Life Sciences,1,1216,3,Male,61,3,3,Research Scientist,4,Single,8770,24511,4,Y,No,13,3,1,80,3,7,0,3,7,5,3,6
45,No,Travel_Rarely,1439,Sales,1,4,Medical,1,1217,4,Male,55,2,3,Manager,3,Married,9951,16989,2,Y,No,17,3,1,80,1,23,1,3,0,0,0,0
23,No,Travel_Rarely,1077,Research & Development,7,4,Other,1,1218,2,Male,62,4,2,Manager,3,Single,5445,2731,1,Y,No,16,3,3,80,2,0,3,2,1,0,0,0
28,No,Travel_Rarely,591,Research & Development,2,4,Technical Degree,1,1219,3,Male,85,3,2,Manufacturing Director,2,Married,8351,25100,2,Y,No,11,3,3,80,2,8,4,3,5,2,2,2
35,No,Travel_Rarely,1184,Research & Development,1,4,Medical,1,1220,3,Female,69,3,2,Research Scientist,3,Divorced,5337,13914,1,Y,Yes,14,3,2,80,0,13,3,3,7,6,0,3
41,No,Travel_Rarely,1097,Sales,2,3,Other,1,1221,3,Male,70,1,5,Manager,4,Single,13913,9167,0,Y,No,12,3,2,80,0,18,3,3,4,2,0,3
33,No,Travel_Rarely,1464,Research & Development,11,2,Life Sciences,1,1222,2,Female,73,3,4,Manufacturing Director,3,Single,10449,11332,5,Y,No,18,4,1,80,2,12,4,2,0,0,0,0
46,Yes,Travel_Rarely,713,Research & Development,18,2,Medical,1,1223,2,Male,37,2,5,Research Scientist,4,Single,14400,20607,5,Y,Yes,16,3,1,80,0,23,3,2,0,0,0,0
28,No,Travel_Rarely,1267,Research & Development,1,1,Other,1,1224,2,Female,34,2,3,Manufacturing Director,3,Divorced,9170,16682,0,Y,No,14,4,2,80,0,5,2,3,5,3,0,4
41,No,Travel_Rarely,1485,Research & Development,9,4,Technical Degree,1,1225,4,Female,32,3,4,Research Scientist,2,Married,10643,17324,0,Y,No,16,3,4,80,0,19,6,4,3,1,1,2
31,No,Non-Travel,899,Research & Development,1,5,Life Sciences,1,1226,3,Male,75,2,2,Healthcare Representative,2,Married,6503,2413,3,Y,Yes,13,4,4,80,1,11,4,2,8,3,0,5
40,No,Travel_Rarely,213,Sales,8,3,Medical,1,1227,4,Male,85,3,4,Sales Representative,4,Married,11844,6482,6,Y,No,16,3,2,80,1,20,0,3,4,2,1,1
38,No,Travel_Rarely,1147,Research & Development,1,1,Other,1,1228,3,Female,79,3,2,Manager,1,Married,5821,22300,4,Y,No,14,3,1,80,0,17,3,3,10,3,4,4
29,No,Travel_Rarely,1478,Research & Development,5,5,Medical,1,1229,3,Male,93,3,4,Research Director,4,Single,9608,13089,3,Y,No,15,4,2,80,1,6,4,3,2,1,1,1
40,No,Travel_Rarely,656,Human Resources,3,2,Human Resources,1,1230,4,Male,47,3,5,Human Resources,2,Divorced,12412,23645,2,Y,No,15,4,4,80,0,19,4,2,14,8,4,13
37,Yes,Travel_Frequently,296,Research & Development,6,2,Medical,1,1231,1,Male,59,3,3,Manager,2,Single,6928,5764,1,Y,No,23,3,2,80,0,14,2,4,0,0,0,0
38,No,Travel_Rarely,543,Research & Development,8,3,Other,1,1232,2,Male,37,3,2,Research Scientist,1,Single,6454,25874,5,Y,Yes,20,3,2,80,1,16,4,2,3,2,0,2
44,No,Travel_Rarely,1118,Sales,13,2,Marketing,1,1233,3,Male,92,3,4,Sales Representative,3,Divorced,12093,23858,3,Y,No,15,3,3,80,1,24,1,3,2,1,0,0
43,No,Travel_Rarely,629,Research & Development,23,4,Life Sciences,1,1234,1,Male,35,2,4,Laboratory Technician,1,Single,10289,25294,2,Y,No,17,3,4,80,3,22,4,3,13,6,0,10
40,Yes,Travel_Rarely,1216,Research & Development,20,3,Other,1,1235,1,Male,87,2,1,Manufacturing Director,1,Married,5595,5247,4,Y,Yes,17,3,2,80,2,20,2,4,11,4,1,6
28,No,Travel_Rarely,1150,Research & Development,15,3,Life Sciences,1,1236,3,Male,95,3,2,Research Scientist,2,Single,7031,4670,5,Y,No,14,3,3,80,0,8,2,2,0,0,0,0
32,No,Travel_Rarely,1073,Sales,3,3,Marketing,1,1237,4,Female,66,2,4,Sales Representative,4,Married,12135,20766,6,Y,No,18,3,3,80,0,10,5,2,3,1,1,2
37,No,Travel_Rarely,1391,Sales,1,4,Medical,1,1238,4,Male,56,2,2,Sales Representative,4,Single,5859,4993,5,Y,No,11,3,2,80,1,15,1,3,2,0,0,1
36,No,Travel_Frequently,1156,Sales,1,5,Medical,1,1239,4,Female,38,2,1,Manager,4,Divorced,4468,26817,0,Y,No,12,3,3,80,1,13,1,1,0,0,0,0
39,No,Travel_Rarely,117,Research & Development,29,1,Technical Degree,1,1240,2,Female,43,3,1,Manager,4,Single,3909,20935,4,Y,No,18,3,4,80,1,19,2,2,1,0,0,0
48,No,Travel_Frequently,323,Research & Development,7,1,Medical,1,1241,3,Male,42,3,1,Manager,2,Divorced,6671,18367,1,Y,No,16,3,3,80,1,28,3,2,0,0,0,0
33,No,Travel_Rarely,745,Sales,6,1,Life Sciences,1,1242,4,Male,93,3,1,Sales Executive,2,Married,4873,19599,1,Y,No,16,4,4,80,1,12,3,1,2,1,0,0
33,No,Travel_Rarely,688,Research & Development,18,5,Life Sciences,1,1243,3,Female,68,3,4,Research Scientist,1,Single,9877,11541,4,Y,No,15,3,4,80,1,12,3,3,12,11,4,9
38,No,Travel_Rarely,1023,Research & Development,13,2,Other,1,1244,3,Male,83,1,5,Research Scientist,3,Married,14497,8013,7,Y,No,16,3,3,80,2,18,2,3,6,3,0,3
31,No,Travel_Rarely,949,Sales,1,4,Marketing,1,1245,1,Male,57,2,2,Sales Representative,3,Married,7917,20671,3,Y,No,18,3,2,80,0,10,4,3,10,7,5,8
40,No,Travel_Rarely,461,Sales,4,3,Life Sciences,1,1246,3,Male,67,2,3,Manager,4,Married,9340,7256,3,Y,No,20,3,3,80,0,19,4,2,0,0,0,0
32,No,Travel_Rarely,1401,Sales,1,2,Other,1,1247,3,Male,50,3,3,Sales Executive,3,Married,7970,9813,1,Y,Yes,11,3,2,80,0,11,3,2,0,0,0,0
39,No,Travel_Rarely,1137,Research & Development,13,3,Technical Degree,1,1248,2,Male,63,3,4,Healthcare Representative,4,Married,11746,9638,2,Y,No,13,4,4,80,1,17,6,2,2,1,0,1
41,No,Travel_Rarely,866,Research & Development,1,1,Life Sciences,1,1249,1,Male,58,3,3,Research Director,3,Married,9462,7070,1,Y,No,12,3,1,80,1,19,4,3,14,8,0,5
